[2025-03-28T00:56:32.727347044Z] [Objectname:/aws-opendata/us-west-2/ncar-cesm2-lens/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/22.32.0.0] [Host:47.12.110.161] [Server:10.129.175.98] [Read:8388608] [Write:0]
[2025-03-27T22:54:48.102647033Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85391856] [Write:0]
[2025-03-27T22:54:48.102618897Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85531533] [Write:0]
[2025-03-27T22:54:48.115858775Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/48.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85478751] [Write:0]
[2025-03-27T22:54:48.115998537Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85595774] [Write:0]
[2025-03-27T22:54:48.116063818Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85560646] [Write:0]
[2025-03-27T22:54:48.117722213Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85657789] [Write:0]
[2025-03-27T22:54:48.133104947Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85523937] [Write:0]
[2025-03-27T22:54:48.130214278Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85414023] [Write:0]
[2025-03-27T22:54:48.130334218Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85456249] [Write:0]
[2025-03-27T22:54:48.130604596Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/12.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85633204] [Write:0]
[2025-03-27T22:54:48.138334139Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85480363] [Write:0]
[2025-03-27T22:54:48.138442475Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85522730] [Write:0]
[2025-03-27T22:54:48.129930984Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/22.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85518295] [Write:0]
[2025-03-27T22:54:48.143764334Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85575574] [Write:0]
[2025-03-27T22:54:48.124439614Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/23.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85391368] [Write:0]
[2025-03-27T22:54:48.130121237Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/21.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85517438] [Write:0]
[2025-03-27T22:54:48.130370138Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85501026] [Write:0]
[2025-03-27T22:54:48.130523793Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85436870] [Write:0]
[2025-03-27T22:54:48.130747368Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/9.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85441917] [Write:0]
[2025-03-27T22:54:48.133077351Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/12.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85524421] [Write:0]
[2025-03-27T22:55:26.158080968Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/5.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85509646] [Write:0]
[2025-03-27T22:55:26.168138588Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/1.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85527129] [Write:0]
[2025-03-27T21:55:11.624626403Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85513843] [Write:0]
[2025-03-27T21:55:11.627577753Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/35.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85561944] [Write:0]
[2025-03-27T21:55:11.703068183Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85479970] [Write:0]
[2025-03-27T21:56:06.058139167Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/45.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85561945] [Write:0]
[2025-03-27T22:13:44.513145378Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.513281764Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.513298360Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.513513832Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/43.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.513674516Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/43.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.513710780Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/35.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.514243324Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:58:00.783723001Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85531533] [Write:0]
[2025-03-27T22:58:00.797391809Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85657789] [Write:0]
[2025-03-27T22:58:00.797617848Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/21.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85448392] [Write:0]
[2025-03-27T22:58:00.798086623Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85443784] [Write:0]
[2025-03-27T22:58:00.800284293Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85517030] [Write:0]
[2025-03-27T22:58:00.804643822Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/17.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85503959] [Write:0]
[2025-03-27T22:58:00.820737852Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85575574] [Write:0]
[2025-03-27T22:58:00.827783920Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/0.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85554407] [Write:0]
[2025-03-27T22:58:00.797562567Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/22.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85537867] [Write:0]
[2025-03-27T22:58:00.799141664Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85408103] [Write:0]
[2025-03-27T22:58:00.832005900Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/48.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85514421] [Write:0]
[2025-03-27T22:58:00.783836567Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/43.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85504226] [Write:0]
[2025-03-27T22:58:00.797511100Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/24.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85429835] [Write:0]
[2025-03-27T22:58:00.802273509Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85561868] [Write:0]
[2025-03-27T22:58:00.817452294Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85522730] [Write:0]
[2025-03-27T22:58:00.825070065Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/2.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85476632] [Write:0]
[2025-03-27T22:58:00.770135113Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85497395] [Write:0]
[2025-03-27T22:58:00.784017687Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85595774] [Write:0]
[2025-03-27T22:58:00.803129796Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85534334] [Write:0]
[2025-03-27T22:58:00.808717758Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85414023] [Write:0]
[2025-03-27T22:58:00.810649475Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85465652] [Write:0]
[2025-03-27T22:58:00.824120395Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/3.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85470229] [Write:0]
[2025-03-27T22:58:00.826953004Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/1.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85527129] [Write:0]
[2025-03-27T22:58:00.828492464Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/0.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85655492] [Write:0]
[2025-03-27T22:42:53.693294301Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/5.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:42:53.724630831Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/2.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:16777216] [Write:0]
[2025-03-27T22:42:53.725220966Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/48.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:16777216] [Write:0]
[2025-03-27T22:54:48.115964934Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/48.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85514421] [Write:0]
[2025-03-27T22:54:48.116221367Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/26.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85522958] [Write:0]
[2025-03-27T22:54:48.117690728Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85559029] [Write:0]
[2025-03-27T22:54:48.143849580Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/4.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85399562] [Write:0]
[2025-03-27T22:54:48.129962219Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/24.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85429835] [Write:0]
[2025-03-27T22:54:48.130090690Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/17.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85452946] [Write:0]
[2025-03-27T22:54:48.130478695Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85387983] [Write:0]
[2025-03-27T22:54:48.130721288Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85493657] [Write:0]
[2025-03-27T22:54:48.110264329Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/49.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85444025] [Write:0]
[2025-03-27T22:54:48.116251066Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85449816] [Write:0]
[2025-03-27T22:54:48.124473514Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/26.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85449461] [Write:0]
[2025-03-27T22:54:48.130399181Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/17.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85503959] [Write:0]
[2025-03-27T22:54:48.130551624Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85381176] [Write:0]
[2025-03-27T22:54:48.130774192Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85465652] [Write:0]
[2025-03-27T22:54:48.138508427Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/4.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85527006] [Write:0]
[2025-03-27T22:54:48.130446561Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85534334] [Write:0]
[2025-03-27T22:54:48.130577652Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85561868] [Write:0]
[2025-03-27T22:54:48.130694962Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85443784] [Write:0]
[2025-03-27T22:54:48.132025536Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/9.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85513132] [Write:0]
[2025-03-27T22:54:48.138393965Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85562103] [Write:0]
[2025-03-27T22:05:40.094157263Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85480363] [Write:0]
[2025-03-27T22:02:47.600000002Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85456249] [Write:0]
[2025-03-27T22:02:47.600366044Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/38.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85494612] [Write:0]
[2025-03-27T22:02:47.601030528Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/37.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85461634] [Write:0]
[2025-03-27T22:00:00.802139223Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/39.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85421486] [Write:0]
[2025-03-27T21:10:31.769088005Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85369711] [Write:0]
[2025-03-27T21:10:32.596494009Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/45.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85498449] [Write:0]
[2025-03-27T21:17:58.128488173Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85595774] [Write:0]
[2025-03-27T20:34:24.062589450Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-27T20:34:24.064830631Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T20:34:24.070724775Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-27T20:34:24.071319666Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:127.0.0.1] [Read:4326] [Write:0]
[2025-03-27T20:34:24.510244833Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-27T20:34:24.510299402Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-27T20:34:24.510352760Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-27T20:34:24.510875816Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/member_id/0] [Host:N/A] [Server:127.0.0.1] [Read:246] [Write:0]
[2025-03-27T20:34:24.511011976Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/z_t/0] [Host:N/A] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T20:38:08.084925203Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/24.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85429835] [Write:0]
[2025-03-27T20:39:25.960130619Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.0.0.0.0] [Host:N/A] [Server:10.129.173.27] [Read:85480363] [Write:0]
[2025-03-27T20:39:53.642831071Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.328.0.0.0] [Host:N/A] [Server:10.129.173.27] [Read:85465652] [Write:0]
[2025-03-27T20:39:53.721449419Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.328.0.0.0] [Host:N/A] [Server:10.129.173.27] [Read:85419834] [Write:0]
[2025-03-27T20:40:15.458925187Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/6.328.0.0.0] [Host:N/A] [Server:10.129.173.27] [Read:85545367] [Write:0]
[2025-03-27T20:33:12.075886582Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T20:33:12.077104693Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T20:33:12.081140619Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:3376] [Write:0]
[2025-03-27T20:33:12.085926635Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T20:33:12.090105757Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:4326] [Write:0]
[2025-03-27T20:33:12.091517965Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:4326] [Write:0]
[2025-03-27T20:33:12.101853333Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:2877] [Write:0]
[2025-03-27T20:33:12.112982227Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:2877] [Write:0]
[2025-03-27T20:33:12.126932915Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T21:04:48.835528722Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T21:04:48.841231562Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-27T21:04:48.838540099Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:4326] [Write:0]
[2025-03-27T21:04:48.836851213Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:3376] [Write:0]
